1,1842,1892,1732,1792,1759,1799,1847,1800,1861,1842,2132,2184,2040,1996,2154,2154,2017,2028,1942,1942,2105,2092,1981,1846,2118,2059,2055,2021,2062,2097,1974,1998,1878,1916,1871,1926,1946,1903,1977,1907,2075,1997,1941,1915,1896,1896,1841,2030,2142,2142,1811,1883,1878,1965,2088,2054,1943,1943,2900,2900,2126,2036,1999,2025,2105,2124,2019,2007,2030,2024,1951,2053,1972,1872,1950,1934,1973,1956,2597,2598,2029,2026,1908,1901,1975,1978,1924,1947,2069,2055,1985,2042,1987,1950,2102,2140,2073,2014,2012,2061,2105,2049,1997,1967,2076,2175,2073,2065,2029,2051,1688,1756,1704,1698,1600,1618,1686,1716,1815,1818,2056,2101,1990,1870,2050,2112,2006,2000,2018,2041,1840,1894,1812,1857,1809,1840,1903,1818,1827,1749
2
